PIVlab, ASCII chart output - 13-Mar-2024
FRAME: 69, filenames: A:[69]2 vortices tapados mismo sentido clase 4.mp4 & B:[70]2 vortices tapados mismo sentido clase 4.mp4, conversion factor xy (px -> m): 0.00030272, conversion factor uv (px/frame -> m/s): 0.0090842
x [m],y [m],u [m/s],v [m/s],Vector type [-],vorticity [1/s],magnitude [m/s],divergence [1/s],dcev [1],simple shear [1/s],simple strain [1/s],vector direction [degrees]
0.1262357086,0.237637952,0.003317492083,-0.007563336752,1,0.05794340372,0.008258923888,2.183837175,0,1.416554689,1.47152245,-66.31639862
0.1262357086,0.2424815297,0.006888415199,-0.005838260986,1,0.4981003404,0.009029704146,0.9387065172,0,0.6678926349,0.6545543671,-40.28286743
0.1262357086,0.2473251075,0.008965069428,-0.006187024061,1,0.3986542821,0.01089273766,0.1846352667,0,0.367419064,0.35426265,-34.61055374
0.1262357086,0.2521686852,0.01059895102,-0.006659864448,1,0.2266500294,0.01251764968,-0.103637509,0,0.2734597623,0.06773220748,-32.14325333
0.1262357086,0.257012248,0.01138738636,-0.007017065305,1,-0.122974202,0.01337579079,-0.1811337769,0,0.2941830754,-0.112906523,-31.64195061
0.1262357086,0.2618558407,0.01142821461,-0.006990328431,1,-0.4133540392,0.0133965956,-0.2500661314,0,0.253185451,-0.3626290858,-31.45299339
0.1262357086,0.2666994035,0.01061159745,-0.006471857894,1,-0.5449029207,0.01242943853,-0.09710666537,0,0.07930141687,-0.357263267,-31.3784008
0.1262357086,0.2715429962,0.009173037484,-0.005730239674,1,-0.3238605857,0.01081574149,0.1267552376,0,-0.1327372342,-0.05145474896,-31.99231529
0.1262357086,0.276386559,0.008400030434,-0.005608683918,1,0.04413724691,0.01010038797,0.1229358763,0,-0.1904718578,0.1233261973,-33.73095703
0.1262357086,0.2812301517,0.008464254439,-0.005732130259,1,0.10051357,0.01022256911,0.07526884973,0,-0.04490911216,0.1303970367,-34.1064949
0.1262357086,0.2860737145,0.008669354953,-0.00587570155,1,0.05670649186,0.01047289744,0.03719079494,0,-0.03308579698,0.05650556087,-34.12767029
0.1262357086,0.2909172773,0.008578662761,-0.005825682543,1,0.1544779092,0.01036976557,-0.03651441634,0,-0.1973324865,-0.01560090203,-34.18003082
0.1262357086,0.29576087,0.008461785503,-0.005976997782,1,0.08359363675,0.0103598414,-0.01433176547,0,-0.2655121386,0.1135857925,-35.2355423
0.1262357086,0.3006044328,0.007697526366,-0.006445261184,1,-0.03751166165,0.01003958657,0.08196091652,0,-0.3043079376,0.4044852257,-39.93997574
0.1262357086,0.3054480255,0.006806155667,-0.007539169397,1,-0.08311749995,0.01015691087,0.1932341456,0,-0.3949612379,0.4963744283,-47.92514038
0.1262357086,0.3102915883,0.005381914787,-0.007913544774,1,0.1995715052,0.009570224211,0.07332487404,0,-0.5733168125,0.3323569298,-55.78081512
0.1262357086,0.315135181,0.004995891359,-0.008793811314,1,0.3306780159,0.01011385396,-0.313072145,0,-0.4012483656,0.1080511734,-60.39846802
0.1262357086,0.3199787438,0.005040101707,-0.009953288361,1,-0.09657284617,0.01115663815,-0.4357179701,0,-0.5398651361,-0.2210801542,-63.14345932
0.1262357086,0.3248223364,0.001913254615,-0.009833426215,1,-0.7083543539,0.01001782436,-0.007782280445,0,-1.073064208,-0.2996066213,-78.98972321
0.1262357086,0.3296658993,-0.003588337917,-0.008539814502,1,-0.5870914459,0.009263076819,0.2921080589,0,-1.486522794,-0.3747066855,-112.7916183
0.1262357086,0.3345094621,-0.008130426519,-0.006603667047,1,-0.3616477251,0.01047436241,0.4810069203,0,-1.496457815,0.366345048,-140.9159393
0.1262357086,0.3393530548,-0.01258821599,-0.007984440774,1,-0.1518649608,0.01490685996,0.7379037738,0,-0.3983131647,1.233958244,-147.6139221
0.1262357086,0.3441966176,-0.01079525705,-0.009006345645,1,1.150774002,0.01405887026,-0.7811204195,0,1.883239508,0.2549241483,-140.1621857
0.1262357086,0.3490402102,0.002107264707,-0.01300260331,1,1.550139666,0.01317225304,-4.314501286,0,3.77752614,-2.664380074,-80.79440308
0.1310792714,0.237637952,0.01216997392,-0.004273077007,1,-0.5104827285,0.01289835107,0.5392305851,0,-0.07711155713,1.015731335,-19.34700966
0.1310792714,0.2424815297,0.0107469447,-0.005427061114,1,-0.2521065176,0.01203951053,0.1954711676,3.103896379,-0.1401265711,0.6062402129,-26.79315567
0.1310792714,0.2473251075,0.01027016249,-0.006262668874,1,-0.0240748357,0.01202901732,0.007291249931,0,-0.02443238162,0.2384097576,-31.37452888
0.1310792714,0.2521686852,0.01051199622,-0.006546501536,1,0.03749963641,0.01238381024,-0.02692033164,0,0.04614166915,-0.07974652201,-31.91319847
0.1310792714,0.257012248,0.01067528501,-0.006006801501,1,-0.1649555415,0.01224921923,-0.03929384053,6.279537201,0.0477703698,-0.2809305191,-29.36571884
0.1310792714,0.2618558407,0.00994440075,-0.005376115441,1,-0.3289485574,0.01130458899,-0.0966527313,12.38843155,0.08861543983,-0.3127388954,-28.39642525
0.1310792714,0.2666994035,0.009511212818,-0.004960171413,1,-0.2412456721,0.01072690357,-0.1390156001,6.435482502,0.1196409613,-0.1614648551,-27.54239273
0.1310792714,0.2715429962,0.009355398826,-0.005267380737,1,-0.1107673869,0.01073633041,-0.130019471,0,0.00448448956,0.1211759299,-29.3808651
0.1310792714,0.276386559,0.008996423334,-0.006176855881,1,0.01024042442,0.01091279928,-0.009762555361,0,-0.09139253199,0.1589002609,-34.47311401
0.1310792714,0.2812301517,0.008962332271,-0.006084312219,1,-0.0002496112138,0.01083246246,0.07448615134,0,-0.02042855136,0.05720615387,-34.1716423
0.1310792714,0.2860737145,0.008896267042,-0.006093158852,1,-0.0878655389,0.01078286394,-0.03567152843,3.219034672,-0.01740437001,0.086837098,-34.40770721
0.1310792714,0.2909172773,0.008452450857,-0.006677690428,1,-0.002039004117,0.01077197585,-0.04938815162,0,-0.03803673759,0.1011817008,-38.30979538
0.1310792714,0.29576087,0.008702157065,-0.006822455674,1,0.08031964302,0.01105773263,0.04732093588,2.649333,0.007041759789,0.1327315718,-38.09630203
0.1310792714,0.3006044328,0.008875592612,-0.00709138345,1,0.03058022819,0.0113606276,0.04891391098,0,-0.07722347975,0.3528072834,-38.62400818
0.1310792714,0.3054480255,0.008476236835,-0.008294386789,1,-0.2219531834,0.01185931917,-0.04207278788,0,-0.2965076268,0.5141127706,-44.37874222
0.1310792714,0.3102915883,0.00636438746,-0.009785311297,1,-0.2605335116,0.01167294942,-0.04532887042,0,-0.5605251789,0.423743844,-56.95993805
0.1310792714,0.315135181,0.004499375354,-0.01056637708,1,-0.0645660311,0.01148445532,-0.1121121272,0,-0.537242651,0.1442136914,-66.9347229
0.1310792714,0.3199787438,0.003449480282,-0.01102684531,1,-0.05819126964,0.01155379694,-0.2236244678,0,-0.6294305325,-0.1925943494,-72.62898254
0.1310792714,0.3248223364,0.001168825896,-0.01071667392,1,-0.3886808157,0.01078022551,-0.1328687817,0,-1.105638981,-0.1966241747,-83.77557373
