x [m],y [m],u [m/s],v [m/s],Vector type [-]
0.05122077093,0.01845903695,NaN,NaN,0
0.05122077093,0.0204149615,NaN,NaN,0
0.05122077093,0.02237088606,NaN,NaN,0
0.05122077093,0.02432681061,NaN,NaN,0
0.05122077093,0.02628273517,NaN,NaN,0
0.05122077093,0.02823865972,NaN,NaN,0
0.05122077093,0.03019458428,NaN,NaN,0
0.05122077093,0.0321505107,NaN,NaN,0
0.05122077093,0.03410643339,NaN,NaN,0
0.05122077093,0.03606235608,NaN,NaN,0
0.05122077093,0.0380182825,NaN,NaN,0
0.05122077093,0.0399742052,NaN,NaN,0
0.05122077093,0.04193013161,NaN,NaN,0
0.05122077093,0.04388605431,NaN,NaN,0
0.05122077093,0.04584198073,NaN,NaN,0
0.05122077093,0.04779790342,NaN,NaN,0
0.05122077093,0.04975382984,NaN,NaN,0
0.05122077093,0.05170975253,NaN,NaN,0
0.05122077093,0.05366567895,NaN,NaN,0
0.05122077093,0.05562160164,NaN,NaN,0
0.05122077093,0.05757752806,NaN,NaN,0
0.05122077093,0.05953345075,NaN,NaN,0
0.05122077093,0.06148937717,NaN,NaN,0
0.05122077093,0.06344529986,NaN,NaN,0
0.05122077093,0.06540122628,NaN,NaN,0
0.05122077093,0.0673571527,NaN,NaN,0
0.05122077093,0.06931307167,NaN,NaN,0
0.05122077093,0.07126899809,NaN,NaN,0
0.05122077093,0.0732249245,-9.026913176e-05,0.0007184988353,1
0.05122077093,0.07518085092,0.0003005337494,0.00200007041,1
0.05122077093,0.07713676989,0.0001487583213,0.0008764867089,1
0.05122077093,0.07909269631,-0.0004669048067,-0.002179266885,1
0.05122077093,0.08104862273,NaN,NaN,0
0.05122077093,0.08300454915,NaN,NaN,0
0.05122077093,0.08496046811,NaN,NaN,0
0.05122077093,0.08691639453,NaN,NaN,0
0.05122077093,0.08887232095,NaN,NaN,0
0.05122077093,0.09082824737,NaN,NaN,0
0.05122077093,0.09278416634,NaN,NaN,0
0.05122077093,0.09474009275,NaN,NaN,0
0.05122077093,0.09669601917,NaN,NaN,0
0.05122077093,0.09865193814,NaN,NaN,0
0.05122077093,0.1006078646,NaN,NaN,0
0.05122077093,0.102563791,NaN,NaN,0
0.05122077093,0.1045197174,NaN,NaN,0
0.05122077093,0.1064756364,NaN,NaN,0
0.05122077093,0.1084315628,NaN,NaN,0
0.05122077093,0.1103874892,NaN,NaN,0
0.05122077093,0.1123434156,NaN,NaN,0
0.05122077093,0.1142993346,NaN,NaN,0
0.05122077093,0.116255261,NaN,NaN,0
0.05122077093,0.1182111874,NaN,NaN,0
0.05122077093,0.1201671138,NaN,NaN,0
0.05122077093,0.1221230328,NaN,NaN,0
0.05317669734,0.01845903695,NaN,NaN,0
0.05317669734,0.0204149615,NaN,NaN,0
0.05317669734,0.02237088606,NaN,NaN,0
0.05317669734,0.02432681061,NaN,NaN,0
0.05317669734,0.02628273517,NaN,NaN,0
0.05317669734,0.02823865972,NaN,NaN,0
0.05317669734,0.03019458428,NaN,NaN,0
0.05317669734,0.0321505107,NaN,NaN,0
0.05317669734,0.03410643339,NaN,NaN,0
0.05317669734,0.03606235608,NaN,NaN,0
0.05317669734,0.0380182825,NaN,NaN,0
0.05317669734,0.0399742052,NaN,NaN,0
0.05317669734,0.04193013161,NaN,NaN,0
0.05317669734,0.04388605431,NaN,NaN,0
0.05317669734,0.04584198073,NaN,NaN,0
0.05317669734,0.04779790342,NaN,NaN,0
0.05317669734,0.04975382984,NaN,NaN,0
0.05317669734,0.05170975253,NaN,NaN,0
0.05317669734,0.05366567895,NaN,NaN,0
0.05317669734,0.05562160164,NaN,NaN,0
0.05317669734,0.05757752806,NaN,NaN,0
0.05317669734,0.05953345075,NaN,NaN,0
0.05317669734,0.06148937717,-0.0009078937001,0.00292642368,1
0.05317669734,0.06344529986,-0.0004265195166,0.002684198087,1
0.05317669734,0.06540122628,0.00039855254,0.002662931336,1
0.05317669734,0.0673571527,0.0001919428178,0.002573560923,1
0.05317669734,0.06931307167,-0.0003081118048,0.003287478117,1
0.05317669734,0.07126899809,-0.0003425057221,0.003303867765,1
0.05317669734,0.0732249245,0.0007902099751,0.002912540454,1
0.05317669734,0.07518085092,0.0004474498855,0.003325751284,1
0.05317669734,0.07713676989,0.0005486640148,0.003694412066,1
0.05317669734,0.07909269631,0.001037118025,0.003343573771,1
0.05317669734,0.08104862273,0.0005869804299,0.003329380183,1
0.05317669734,0.08300454915,NaN,NaN,0
0.05317669734,0.08496046811,NaN,NaN,0
0.05317669734,0.08691639453,NaN,NaN,0
0.05317669734,0.08887232095,NaN,NaN,0
0.05317669734,0.09082824737,NaN,NaN,0
0.05317669734,0.09278416634,NaN,NaN,0
0.05317669734,0.09474009275,NaN,NaN,0
0.05317669734,0.09669601917,NaN,NaN,0
0.05317669734,0.09865193814,NaN,NaN,0
0.05317669734,0.1006078646,NaN,NaN,0
0.05317669734,0.102563791,NaN,NaN,0
0.05317669734,0.1045197174,NaN,NaN,0
0.05317669734,0.1064756364,NaN,NaN,0
0.05317669734,0.1084315628,NaN,NaN,0
0.05317669734,0.1103874892,NaN,NaN,0
0.05317669734,0.1123434156,NaN,NaN,0
0.05317669734,0.1142993346,NaN,NaN,0
0.05317669734,0.116255261,NaN,NaN,0
0.05317669734,0.1182111874,NaN,NaN,0
0.05317669734,0.1201671138,NaN,NaN,0
0.05317669734,0.1221230328,NaN,NaN,0
0.05513262004,0.01845903695,NaN,NaN,0
0.05513262004,0.0204149615,NaN,NaN,0
0.05513262004,0.02237088606,NaN,NaN,0
0.05513262004,0.02432681061,NaN,NaN,0
0.05513262004,0.02628273517,NaN,NaN,0
0.05513262004,0.02823865972,NaN,NaN,0
0.05513262004,0.03019458428,NaN,NaN,0
0.05513262004,0.0321505107,NaN,NaN,0
0.05513262004,0.03410643339,NaN,NaN,0
0.05513262004,0.03606235608,NaN,NaN,0
0.05513262004,0.0380182825,NaN,NaN,0
0.05513262004,0.0399742052,NaN,NaN,0
0.05513262004,0.04193013161,NaN,NaN,0
0.05513262004,0.04388605431,NaN,NaN,0
0.05513262004,0.04584198073,NaN,NaN,0
0.05513262004,0.04779790342,NaN,NaN,0
0.05513262004,0.04975382984,-0.0001196992089,-0.000168978353,1
0.05513262004,0.05170975253,-0.0006736821379,0.0005210429663,1
0.05513262004,0.05366567895,-0.001135653583,0.003985718358,1
0.05513262004,0.05562160164,-0.0009655880276,0.003254825948,1
0.05513262004,0.05757752806,-0.000667868997,0.003394468687,1
0.05513262004,0.05953345075,-0.0006416182732,0.004148993175,1
0.05513262004,0.06148937717,-0.0006833129446,0.004118653014,1
0.05513262004,0.06344529986,-0.0003810172784,0.004737047479,1
0.05513262004,0.06540122628,6.021815716e-05,0.005435811356,1
0.05513262004,0.0673571527,-0.0001179278115,0.005605050363,1
0.05513262004,0.06931307167,-0.0003391170467,0.006047371309,1
0.05513262004,0.07126899809,-0.000424816797,0.007031146903,1
0.05513262004,0.0732249245,0.0004751883389,0.006069550291,1
0.05513262004,0.07518085092,0.0004890945856,0.00589587586,1
0.05513262004,0.07713676989,0.0004584943235,0.006148467306,1
0.05513262004,0.07909269631,0.001077615656,0.006679403596,1
0.05513262004,0.08104862273,0.001086919336,0.006769750267,1
0.05513262004,0.08300454915,0.000801937189,0.006065418944,1
0.05513262004,0.08496046811,0.002268330427,0.005550336093,1
0.05513262004,0.08691639453,NaN,NaN,0
0.05513262004,0.08887232095,NaN,NaN,0
0.05513262004,0.09082824737,NaN,NaN,0
0.05513262004,0.09278416634,NaN,NaN,0
0.05513262004,0.09474009275,NaN,NaN,0
0.05513262004,0.09669601917,NaN,NaN,0
0.05513262004,0.09865193814,NaN,NaN,0
0.05513262004,0.1006078646,NaN,NaN,0
0.05513262004,0.102563791,NaN,NaN,0
0.05513262004,0.1045197174,NaN,NaN,0
0.05513262004,0.1064756364,NaN,NaN,0
0.05513262004,0.1084315628,NaN,NaN,0
0.05513262004,0.1103874892,NaN,NaN,0
0.05513262004,0.1123434156,NaN,NaN,0
0.05513262004,0.1142993346,NaN,NaN,0
0.05513262004,0.116255261,NaN,NaN,0
0.05513262004,0.1182111874,NaN,NaN,0
0.05513262004,0.1201671138,NaN,NaN,0
0.05513262004,0.1221230328,NaN,NaN,0
0.05708854645,0.01845903695,NaN,NaN,0
0.05708854645,0.0204149615,NaN,NaN,0
0.05708854645,0.02237088606,NaN,NaN,0
0.05708854645,0.02432681061,NaN,NaN,0
0.05708854645,0.02628273517,NaN,NaN,0
0.05708854645,0.02823865972,NaN,NaN,0
0.05708854645,0.03019458428,NaN,NaN,0
0.05708854645,0.0321505107,NaN,NaN,0
0.05708854645,0.03410643339,NaN,NaN,0
0.05708854645,0.03606235608,NaN,NaN,0
0.05708854645,0.0380182825,NaN,NaN,0
0.05708854645,0.0399742052,NaN,NaN,0
0.05708854645,0.04193013161,NaN,NaN,0
0.05708854645,0.04388605431,NaN,NaN,0
0.05708854645,0.04584198073,NaN,NaN,0
0.05708854645,0.04779790342,-0.001321563032,0.00332418317,1
0.05708854645,0.04975382984,-0.001031233929,0.001618737588,1
0.05708854645,0.05170975253,-0.002531615319,0.004292484839,1
0.05708854645,0.05366567895,-0.001936173765,0.00581080094,1
0.05708854645,0.05562160164,-0.001436377759,0.004868788179,1
0.05708854645,0.05757752806,-0.001406627474,0.007195874117,1
0.05708854645,0.05953345075,-0.001178466482,0.007082089316,1
