x [m],y [m],u [m/s],v [m/s],Vector type [-]
0.1475692987,0.2750155032,-0.008132375777,-0.005767007824,1
0.1475692987,0.2801261246,-0.009410498664,-0.003909551073,1
0.1475692987,0.2852367461,-0.008509172127,-0.001567758387,1
0.1475692987,0.2903473675,-0.005970390048,0.0007589359884,1
0.1475692987,0.2954580188,-0.004732968286,0.002578300657,1
0.1475692987,0.3005686402,-0.003322100034,0.003601273522,1
0.1475692987,0.3056792617,-0.001591752865,0.004090904724,1
0.1475692987,0.3107898831,0.0006724296836,0.00252029486,1
0.1475692987,0.3159005046,0.002322798595,0.001093901694,1
0.1475692987,0.321011126,0.003153235652,0.0002853682963,1
0.1475692987,0.3261217475,0.003552135313,0.00018196991,1
0.1526799202,0.2239092588,0.01781696267,-0.006853026804,1
0.1526799202,0.2290198803,0.02088676021,-0.009535040706,1
0.1526799202,0.2341305017,0.02016226389,-0.01535008382,1
0.1526799202,0.2392411381,0.01684795879,-0.02226679213,1
0.1526799202,0.2443517596,0.01064802427,-0.02750332095,1
0.1526799202,0.249462381,0.00275047333,-0.02899294533,1
0.1526799202,0.2545730174,-0.004198870622,-0.02578979731,1
0.1526799202,0.2596836388,-0.009040942416,-0.0208246801,1
0.1526799202,0.2647942603,-0.01169922855,-0.01607291214,1
0.1526799202,0.2699048817,-0.01243779622,-0.01152473688,1
0.1526799202,0.2750155032,-0.01071412861,-0.006236697081,1
0.1526799202,0.2801261246,-0.01070369314,-0.002769937273,1
0.1526799202,0.2852367461,-0.01122094132,1.553573929e-05,1
0.1526799202,0.2903473675,-0.008700409904,0.003192796605,1
0.1526799202,0.2954580188,-0.005940025672,0.005736979656,1
0.1526799202,0.3005686402,-0.003055243054,0.007419995964,1
0.1526799202,0.3056792617,-0.0001030312633,0.006531377789,1
0.1526799202,0.3107898831,0.002085715067,0.004597873893,1
0.1526799202,0.3159005046,0.003432699014,0.00238850154,1
0.1526799202,0.321011126,0.004058782477,0.0005011095782,1
0.1526799202,0.3261217475,0.005071138963,-0.001005819882,1
0.1577905416,0.2239092588,0.02161061391,-0.004128730856,1
0.1577905416,0.2290198803,0.02676543035,-0.006986530498,1
0.1577905416,0.2341305017,0.02739120461,-0.01471897587,1
0.1577905416,0.2392411381,0.02390252426,-0.02535565943,1
0.1577905416,0.2443517596,0.012854876,-0.0340344198,1
0.1577905416,0.249462381,-0.0002674228454,-0.03628061712,1
0.1577905416,0.2545730174,-0.009883482009,-0.0304396823,1
0.1577905416,0.2596836388,-0.01441933867,-0.02276270464,1
0.1577905416,0.2647942603,-0.01664952561,-0.01720676012,1
0.1577905416,0.2699048817,-0.01728774235,-0.0124660423,1
0.1577905416,0.2750155032,-0.01628559455,-0.007288112771,1
0.1577905416,0.2801261246,-0.01316495147,-0.002434969414,1
0.1577905416,0.2852367461,-0.01500312891,0.001007774728,1
0.1577905416,0.2903473675,-0.01273401175,0.005324019119,1
0.1577905416,0.2954580188,-0.009334284812,0.009734104387,1
0.1577905416,0.3005686402,-0.003560342127,0.01186772063,1
0.1577905416,0.3056792617,0.001741915708,0.009539401159,1
0.1577905416,0.3107898831,0.004554183688,0.005540706683,1
0.1577905416,0.3159005046,0.005814467557,0.002166838851,1
0.1577905416,0.321011126,0.005888465792,-0.0004542396055,1
0.1577905416,0.3261217475,0.005597308278,-0.001585398451,1
0.162901178,0.2239092588,0.02575206198,0.0002777421032,1
0.162901178,0.2290198803,0.03307361156,-0.001153796911,1
0.162901178,0.2341305017,0.03621032089,-0.008784470148,1
0.162901178,0.2392411381,0.03247367218,-0.02375270054,1
0.162901178,0.2443517596,0.01465799287,-0.0429138355,1
0.162901178,0.249462381,-0.008483572863,-0.04488799348,1
0.162901178,0.2545730174,-0.02055742405,-0.03482672945,1
0.162901178,0.2596836388,-0.02349558659,-0.02428507619,1
0.162901178,0.2647942603,-0.02244970761,-0.01665233821,1
0.162901178,0.2699048817,-0.02182040177,-0.01193957217,1
0.162901178,0.2750155032,-0.02087172121,-0.007531264797,1
0.162901178,0.2801261246,-0.01855210587,-0.003392306389,1
0.162901178,0.2852367461,-0.01856065169,0.0009872608352,1
0.162901178,0.2903473675,-0.01699753292,0.006303681526,1
0.162901178,0.2954580188,-0.01466885675,0.01343005616,1
0.162901178,0.3005686402,-0.004460046068,0.01871875487,1
0.162901178,0.3056792617,0.006674431264,0.01564707607,1
0.162901178,0.3107898831,0.01082170382,0.006292877253,1
0.162901178,0.3159005046,0.009573506191,0.0002995553368,1
0.162901178,0.321011126,0.007898284122,-0.002574271988,1
0.162901178,0.3261217475,0.006036469247,-0.002085306449,1
0.1680117995,0.2239092588,0.0276934579,0.00722825015,1
0.1680117995,0.2290198803,0.03674985841,0.009391081519,1
0.1680117995,0.2341305017,0.04201690853,0.005626776256,1
0.1680117995,0.2392411381,0.02834609896,-0.005737803876,1
0.1680117995,0.2443517596,0.002822115552,-0.01198563538,1
0.1680117995,0.249462381,-0.01683134586,-0.02552504279,1
0.1680117995,0.2545730174,-0.03375967219,-0.02960952185,1
0.1680117995,0.2596836388,-0.03371146694,-0.02151243016,1
0.1680117995,0.2647942603,-0.02837704867,-0.01413496397,1
0.1680117995,0.2699048817,-0.02557332441,-0.01024867408,1
0.1680117995,0.2750155032,-0.0242992416,-0.006937115453,1
0.1680117995,0.2801261246,-0.02310956828,-0.003818014637,1
0.1680117995,0.2852367461,-0.02275174484,-0.0003632215667,1
0.1680117995,0.2903473675,-0.02434504591,0.004400150385,1
0.1680117995,0.2954580188,-0.01909026317,0.008179675788,1
0.1680117995,0.3005686402,-0.00425205892,0.01273111627,1
0.1680117995,0.3056792617,0.006151824258,0.007398524322,1
0.1680117995,0.3107898831,0.01653202623,0.001066657249,1
0.1680117995,0.3159005046,0.01305432711,-0.004019932356,1
0.1680117995,0.321011126,0.009193559177,-0.005439728033,1
0.1680117995,0.3261217475,0.006081124302,-0.003237436991,1
0.1731224209,0.2239092588,0.02344247513,0.01640419848,1
0.1731224209,0.2290198803,0.03398570791,0.02288074419,1
0.1731224209,0.2341305017,0.03641645238,0.0265215598,1
0.1731224209,0.2392411381,0.01300949231,0.008217051625,1
0.1731224209,0.2443517596,-0.002828545403,0.002171389526,1
0.1731224209,0.249462381,-0.02322966605,-0.005550281145,1
0.1731224209,0.2545730174,-0.04283449054,-0.01315612998,1
0.1731224209,0.2596836388,-0.04003253207,-0.01253995206,1
0.1731224209,0.2647942603,-0.03294506669,-0.009353663772,1
0.1731224209,0.2699048817,-0.02824172378,-0.007544234861,1
0.1731224209,0.2750155032,-0.02583435178,-0.005861075595,1
0.1731224209,0.2801261246,-0.02255365625,-0.004136364907,1
0.1731224209,0.2852367461,-0.02521752939,-0.002683221828,1
0.1731224209,0.2903473675,-0.03167228773,-0.002085602609,1
0.1731224209,0.2954580188,-0.03112143278,-0.001712155761,1
0.1731224209,0.3005686402,-0.007291183807,-0.0003065066703,1
0.1731224209,0.3056792617,0.006340436172,-0.003811703064,1
0.1731224209,0.3107898831,0.0163923502,-0.01054994855,1
0.1731224209,0.3159005046,0.01165890694,-0.009904989973,1
0.1731224209,0.321011126,0.00867693685,-0.008736279793,1
0.1731224209,0.3261217475,0.006184810773,-0.00519600464,1
0.1782330424,0.2239092588,0.01651202701,0.02283384278,1
0.1782330424,0.2290198803,0.02187458426,0.02981149033,1
0.1782330424,0.2341305017,0.020253608,0.0395039022,1
0.1782330424,0.2392411381,0.003007864347,0.03216367587,1
0.1782330424,0.2443517596,-0.01328190509,0.01756801456,1
0.1782330424,0.249462381,-0.03340166435,0.01062902715,1
0.1782330424,0.2545730174,-0.04367175326,0.002128859982,1
0.1782330424,0.2596836388,-0.03990050033,-0.002309205011,1
0.1782330424,0.2647942603,-0.03396289796,-0.003897426417,1
0.1782330424,0.2699048817,-0.02917808853,-0.004631804768,1
0.1782330424,0.2750155032,-0.02672099508,-0.004757329822,1
0.1782330424,0.2801261246,-0.02505424432,-0.004735014867,1
0.1782330424,0.2852367461,-0.02595675364,-0.005354276858,1
0.1782330424,0.2903473675,-0.03026217222,-0.008595179766,1
0.1782330424,0.2954580188,-0.02725963295,-0.01277391613,1
0.1782330424,0.3005686402,-0.00977215264,-0.0143558234,1
0.1782330424,0.3056792617,0.0002415050403,-0.02084610052,1
0.1782330424,0.3107898831,0.007101203781,-0.01974722371,1
0.1782330424,0.3159005046,0.007700690534,-0.01494396757,1
0.1782330424,0.321011126,0.006622046698,-0.01177129988,1
0.1782330424,0.3261217475,0.006311198231,-0.007574105635,1
0.1833436787,0.2239092588,0.009236967191,0.0242831707,1
0.1833436787,0.2290198803,0.01142472122,0.02835694328,1
0.1833436787,0.2341305017,0.006025388837,0.03670043871,1
0.1833436787,0.2392411381,-0.006302413531,0.04126658663,1
0.1833436787,0.2443517596,-0.02288714983,0.03459269926,1
0.1833436787,0.249462381,-0.03546086326,0.02203697152,1
0.1833436787,0.2545730174,-0.03718983382,0.01113453135,1
0.1833436787,0.2596836388,-0.03504918516,0.004741381854,1
0.1833436787,0.2647942603,-0.03170292452,0.0007054372691,1
0.1833436787,0.2699048817,-0.02816396579,-0.001987964148,1
0.1833436787,0.2750155032,-0.02581748739,-0.003448324045,1
0.1833436787,0.2801261246,-0.0236768648,-0.004549743142,1
0.1833436787,0.2852367461,-0.02314127609,-0.006076038349,1
0.1833436787,0.2903473675,-0.02304153703,-0.01000568457,1
0.1833436787,0.2954580188,-0.02279945277,-0.01770944707,1
0.1833436787,0.3005686402,-0.01544010732,-0.02501512505,1
0.1833436787,0.3056792617,-0.005338308401,-0.02674472332,1
0.1833436787,0.3107898831,0.001115621184,-0.02204341628,1
0.1833436787,0.3159005046,0.003516254481,-0.01719743758,1
0.1833436787,0.321011126,0.004105000757,-0.01353869401,1
0.1833436787,0.3261217475,0.004750548396,-0.00957808923,1
0.1884543002,0.2239092588,0.005900047719,0.02267038636,1
0.1884543002,0.2290198803,0.004904276691,0.02821674198,1
0.1884543002,0.2341305017,-0.0007680028211,0.03174020723,1
0.1884543002,0.2392411381,-0.009818598628,0.03220824525,1
0.1884543002,0.2443517596,-0.02012711763,0.0291943606,1
0.1884543002,0.249462381,-0.02714641765,0.02165537141,1
0.1884543002,0.2545730174,-0.02876358107,0.0135173304,1
0.1884543002,0.2596836388,-0.02903380804,0.008010296151,1
0.1884543002,0.2647942603,-0.02789092995,0.003624906298,1
0.1884543002,0.2699048817,-0.02566086315,4.211761188e-05,1
0.1884543002,0.2750155032,-0.02373869158,-0.002130968496,1
0.1884543002,0.2801261246,-0.02173428051,-0.004112799186,1
0.1884543002,0.2852367461,-0.01977851987,-0.005675715394,1
0.1884543002,0.2903473675,-0.01775846072,-0.008698628284,1
0.1884543002,0.2954580188,-0.01624948159,-0.01410610694,1
0.1884543002,0.3005686402,-0.01197895221,-0.01946582831,1
0.1884543002,0.3056792617,-0.006694733165,-0.02205789462,1
0.1884543002,0.3107898831,-0.002118396806,-0.01972161047,1
0.1884543002,0.3159005046,0.0005195650738,-0.01651645079,1
0.1884543002,0.321011126,0.001733183279,-0.01373131573,1
0.1884543002,0.3261217475,0.002055711113,-0.01098929811,1
0.1935649216,0.2239092588,0.004464965314,0.01941464096,1
0.1935649216,0.2290198803,0.0003978930472,0.02570987865,1
0.1935649216,0.2341305017,-0.004332355224,0.02759357914,1
0.1935649216,0.2392411381,-0.01036126819,0.02709035948,1
0.1935649216,0.2443517596,-0.01567300968,0.02353118919,1
0.1935649216,0.249462381,-0.01962389052,0.01808357053,1
0.1935649216,0.2545730174,-0.02243799716,0.01337811816,1
0.1935649216,0.2596836388,-0.02367402054,0.009151320904,1
0.1935649216,0.2647942603,-0.0236983262,0.005008541513,1
0.1935649216,0.2699048817,-0.02236746438,0.001401668764,1
0.1935649216,0.2750155032,-0.02116318792,-0.001019798685,1
0.1935649216,0.2801261246,-0.0192105379,-0.003261312842,1
0.1935649216,0.2852367461,-0.01720818318,-0.005086713005,1
0.1935649216,0.2903473675,-0.01495074201,-0.00755748665,1
0.1935649216,0.2954580188,-0.01248521823,-0.01043570414,1
0.1935649216,0.3005686402,-0.01086757798,-0.01437177043,1
0.1935649216,0.3056792617,-0.00736764865,-0.01604393683,1
0.1935649216,0.3107898831,-0.004070103634,-0.01582128182,1
0.1935649216,0.3159005046,-0.001382867107,-0.01433147956,1
0.1935649216,0.321011126,-3.581328929e-05,-0.01276961621,1
0.1935649216,0.3261217475,-0.0005674549029,-0.01135615259,1
0.1986755431,0.2239092588,0.002039480256,0.01588955149,1
0.1986755431,0.2290198803,-0.002048836555,0.02099739946,1
0.1986755431,0.2341305017,-0.005695672706,0.02247532085,1
0.1986755431,0.2392411381,-0.009354032576,0.02181732468,1
0.1986755431,0.2443517596,-0.01261594798,0.01897214353,1
0.1986755431,0.249462381,-0.01545064803,0.01543013752,1
0.1986755431,0.2545730174,-0.01786049083,0.01210197341,1
0.1986755431,0.2596836388,-0.01936312951,0.009018352255,1
0.1986755431,0.2647942603,-0.0197726544,0.00543699367,1
0.1986755431,0.2699048817,-0.01924587414,0.002141669625,1
0.1986755431,0.2750155032,-0.01835331134,-0.0001700884168,1
0.1986755431,0.2801261246,-0.01666757837,-0.002370859962,1
0.1986755431,0.2852367461,-0.01470916998,-0.004077800084,1
0.1986755431,0.2903473675,-0.01303513721,-0.005876036361,1
0.1986755431,0.2954580188,-0.01102972496,-0.008925225586,1
0.1986755431,0.3005686402,-0.008798894472,-0.01023630425,1
0.1986755431,0.3056792617,-0.006232512649,-0.0107254032,1
0.1986755431,0.3107898831,-0.004455781542,-0.01082804333,1
0.1986755431,0.3159005046,-0.002780834213,-0.01039407682,1
0.1986755431,0.321011126,-0.00113257661,-0.009912024252,1
0.1986755431,0.3261217475,-0.0009921485325,-0.009481978603,1
0.2037861645,0.2239092588,-0.001508267713,0.01976747438,1
0.2037861645,0.2290198803,-0.00278262049,0.0180233866,1
0.2037861645,0.2341305017,-0.004916973878,0.01808930561,1
0.2037861645,0.2392411381,-0.007641834207,0.01701962575,1
0.2037861645,0.2443517596,-0.01056291442,0.01484747138,1
0.2037861645,0.249462381,-0.01332479902,0.01276956499,1
0.2037861645,0.2545730174,-0.01551592443,0.01077988651,1
0.2037861645,0.2596836388,-0.01682300866,0.008340088651,1
0.2037861645,0.2647942603,-0.01713863015,0.005042557139,1
0.2037861645,0.2699048817,-0.01658505015,0.002374544041,1
0.2037861645,0.2750155032,-0.01565063931,0.0004318560241,1
0.2037861645,0.2801261246,-0.01443809643,-0.001572245033,1
0.2037861645,0.2852367461,-0.01259062532,-0.002872844227,1
0.2037861645,0.2903473675,-0.0114295911,-0.004690476228,1
0.2037861645,0.2954580188,-0.01003282331,-0.006504488643,1
0.2037861645,0.3005686402,-0.007495209575,-0.007432051003,1
0.2037861645,0.3056792617,-0.006014392711,-0.007751724683,1
0.2037861645,0.3107898831,-0.004352645483,-0.008275710978,1
0.2037861645,0.3159005046,-0.002210449427,-0.006943983026,1
0.2037861645,0.321011126,-0.001206696848,-0.006599655375,1
0.2037861645,0.3261217475,-0.001488997717,-0.008579918183,1
0.2088968009,0.2239092588,-0.00341474195,0.02684752457,1
0.2088968009,0.2290198803,-0.001889743027,0.01720290072,1
0.2088968009,0.2341305017,-9.9950601e-05,0.01123160124,1
0.2088968009,0.2392411381,-0.004786376841,0.009782831185,1
0.2088968009,0.2443517596,-0.009460359812,0.01023730263,1
0.2088968009,0.249462381,-0.01447232161,0.01075285859,1
0.2088968009,0.2545730174,-0.0164217595,0.009720848873,1
0.2088968009,0.2596836388,-0.01641324535,0.007326535881,1
0.2088968009,0.2647942603,-0.01524877455,0.004180595744,1
0.2088968009,0.2699048817,-0.01427219156,0.002295963699,1
0.2088968009,0.2750155032,-0.01399791054,0.0006007630727,1
0.2088968009,0.2801261246,-0.01370351203,-0.001243540319,1
0.2088968009,0.2852367461,-0.01301073283,-0.003137516323,1
0.2088968009,0.2903473675,-0.01096907258,-0.00268463348,1
0.2088968009,0.2954580188,-0.009088320658,-0.004017677624,1
0.2088968009,0.3005686402,-0.006445705891,-0.004703314975,1
0.2088968009,0.3056792617,-0.005026863888,-0.004257831257,1
0.2088968009,0.3107898831,-0.00518730469,-0.005005016457,1
0.2088968009,0.3159005046,-0.004409391433,-0.003676685039,1
0.2088968009,0.321011126,-0.002218180569,-0.002192418789,1
0.2088968009,0.3261217475,0.005606000777,0.001508936519,1
