PIVlab, ASCII chart output - 06-Mar-2024
FRAME: 212, filenames: MEAN of frames 1:211 & MEAN of frames 1:211, conversion factor xy (px -> m): 0.00014791, conversion factor uv (px/frame -> m/s): 0.0044378
x [m],y [m],u [m/s],v [m/s],Vector type [-]
0.02041167952,0.03165289387,NaN,NaN,0
0.02041167952,0.03401946649,NaN,NaN,0
0.02041167952,0.03638603911,NaN,NaN,0
0.02041167952,0.038752608,NaN,NaN,0
0.02041167952,0.04111918062,NaN,NaN,0
0.02041167952,0.04348575324,NaN,NaN,0
0.02041167952,0.04585232586,NaN,NaN,0
0.02041167952,0.04821889475,NaN,NaN,0
0.02041167952,0.05058546737,NaN,NaN,0
0.02041167952,0.05295203999,NaN,NaN,0
0.02041167952,0.05531860888,NaN,NaN,0
0.02041167952,0.0576851815,NaN,NaN,0
0.02041167952,0.06005175412,NaN,NaN,0
0.02041167952,0.06241832674,NaN,NaN,0
0.02041167952,0.06478489935,NaN,NaN,0
0.02041167952,0.06715147197,NaN,NaN,0
0.02041167952,0.06951803714,NaN,NaN,0
0.02041167952,0.07188460976,NaN,NaN,0
0.02041167952,0.07425118238,NaN,NaN,0
0.02041167952,0.076617755,NaN,NaN,0
0.02041167952,0.07898432761,NaN,NaN,0
0.02041167952,0.08135090023,NaN,NaN,0
0.02041167952,0.08371747285,NaN,NaN,0
0.02041167952,0.08608403802,-0.0003541205951,0.003463804023,1
0.02041167952,0.08845061064,-0.0004042614601,0.004472398665,1
0.02041167952,0.09081718326,-0.0003762154374,0.004391669296,1
0.02041167952,0.09318375587,-0.0004078480706,0.00447614165,1
0.02041167952,0.09555032849,-0.0003035907575,0.00369929173,1
0.02041167952,0.09791690111,-0.0001587414736,0.002683742438,1
0.02041167952,0.1002834737,-0.0003495194251,0.001226788154,1
0.02041167952,0.1026500389,-0.0003378581023,0.0002809268772,1
0.02041167952,0.1050166115,-0.000185082492,0.0008820333751,1
0.02041167952,0.1073831841,-0.0002596353879,0.0001712096855,1
0.02041167952,0.1097497568,NaN,NaN,0
0.02041167952,0.1121163294,NaN,NaN,0
0.02041167952,0.114482902,NaN,NaN,0
0.02041167952,0.1168494746,NaN,NaN,0
0.02041167952,0.1192160398,NaN,NaN,0
0.02041167952,0.1215826124,NaN,NaN,0
0.02041167952,0.123949185,NaN,NaN,0
0.02041167952,0.1263157576,NaN,NaN,0
0.02041167952,0.1286823303,NaN,NaN,0
0.02041167952,0.1310489029,NaN,NaN,0
0.02041167952,0.1334154755,NaN,NaN,0
0.02041167952,0.1357820481,NaN,NaN,0
0.02041167952,0.1381486207,NaN,NaN,0
0.02041167952,0.1405151933,NaN,NaN,0
0.02041167952,0.142881766,NaN,NaN,0
0.02041167952,0.1452483237,NaN,NaN,0
0.02041167952,0.1476148963,NaN,NaN,0
0.02041167952,0.1499814689,NaN,NaN,0
0.02041167952,0.1523480415,NaN,NaN,0
0.02277825214,0.03165289387,NaN,NaN,0
0.02277825214,0.03401946649,NaN,NaN,0
0.02277825214,0.03638603911,NaN,NaN,0
0.02277825214,0.038752608,NaN,NaN,0
0.02277825214,0.04111918062,NaN,NaN,0
0.02277825214,0.04348575324,NaN,NaN,0
0.02277825214,0.04585232586,NaN,NaN,0
0.02277825214,0.04821889475,NaN,NaN,0
0.02277825214,0.05058546737,NaN,NaN,0
0.02277825214,0.05295203999,NaN,NaN,0
0.02277825214,0.05531860888,NaN,NaN,0
0.02277825214,0.0576851815,NaN,NaN,0
0.02277825214,0.06005175412,NaN,NaN,0
0.02277825214,0.06241832674,NaN,NaN,0
0.02277825214,0.06478489935,NaN,NaN,0
0.02277825214,0.06715147197,NaN,NaN,0
0.02277825214,0.06951803714,NaN,NaN,0
0.02277825214,0.07188460976,NaN,NaN,0
0.02277825214,0.07425118238,NaN,NaN,0
0.02277825214,0.076617755,-0.001807260094,0.005922122393,1
0.02277825214,0.07898432761,-0.001437066705,0.005663132295,1
0.02277825214,0.08135090023,-0.001203208114,0.005938528571,1
0.02277825214,0.08371747285,-0.001024027821,0.006712039467,1
0.02277825214,0.08608403802,-0.0008540685521,0.007657221518,1
0.02277825214,0.08845061064,-0.0006885287585,0.008063785732,1
0.02277825214,0.09081718326,-0.0005223286571,0.00776822539,1
0.02277825214,0.09318375587,-0.0003340871481,0.00746602891,1
0.02277825214,0.09555032849,-6.548639067e-05,0.006854966283,1
0.02277825214,0.09791690111,0.0002586249902,0.007542571984,1
0.02277825214,0.1002834737,0.0003401093418,0.00609185826,1
0.02277825214,0.1026500389,0.0004726228362,0.00561103737,1
0.02277825214,0.1050166115,0.0005041728145,0.005610697437,1
0.02277825214,0.1073831841,0.0004548170837,0.004426050931,1
0.02277825214,0.1097497568,0.0004841154441,0.004437812604,1
0.02277825214,0.1121163294,0.0005458373926,0.003959732596,1
0.02277825214,0.114482902,0.0007011296693,0.003117772751,1
0.02277825214,0.1168494746,NaN,NaN,0
0.02277825214,0.1192160398,NaN,NaN,0
0.02277825214,0.1215826124,NaN,NaN,0
0.02277825214,0.123949185,NaN,NaN,0
0.02277825214,0.1263157576,NaN,NaN,0
